Crash_Ref_Number,Crash_Severity,Crash_Year,Crash_Month,Crash_Day_Of_Week,Crash_Hour,Crash_Nature,Crash_Type,Crash_Longitude_GDA94,Crash_Latitude_GDA94,Crash_Street,Crash_Street_Intersecting,Loc_Suburb,Loc_Local_Government_Area,Loc_Post_Code,Loc_Police_Division,Loc_Police_District,Loc_Police_Region,Loc_Queensland_Transport_Region,Loc_Main_Roads_Region,Loc_ABS_Statistical_Area_2,Loc_ABS_Statistical_Area_3,Loc_ABS_Statistical_Area_4,Loc_ABS_Remoteness,Loc_State_Electorate,Loc_Federal_Electorate,Crash_Controlling_Authority,Crash_Roadway_Feature,Crash_Traffic_Control,Crash_Speed_Limit,Crash_Road_Surface_Condition,Crash_Atmospheric_Condition,Crash_Lighting_Condition
278275,Medical treatment,2015,January,Monday,10,Rear-end,Multi-Vehicle,152.9740499,-27.59709507,Inala Ave,,Inala,Brisbane City,4077,Inala,South Brisbane,Brisbane,SEQ South,Metropolitan,Inala - Richlands,Forest Lake - Oxley,Ipswich,Major cities,Inala,Oxley,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Wet,Raining,Daylight
278276,Medical treatment,2015,January,Monday,9,Angle,Multi-Vehicle,152.972157,-27.611622,College Ave,Joseph Banks Ave,Forest Lake,Brisbane City,4078,Inala,South Brisbane,Brisbane,SEQ South,Metropolitan,Forest Lake - Doolandella,Forest Lake - Oxley,Ipswich,Major cities,Algester,Oxley,Locally-controlled,Intersection - Roundabout,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight
278277,Hospitalisation,2015,January,Monday,13,Rear-end,Multi-Vehicle,153.03126,-27.569394,Annie St,Boundary Rd,Coopers Plains,Brisbane City,4108,Acacia Ridge,South Brisbane,Brisbane,SEQ South,Metropolitan,Coopers Plains,Nathan,Brisbane - South,Major cities,Sunnybank,Moreton,Locally-controlled,Intersection - T-Junction,Operating traffic lights,60 km/h,Sealed - Wet,Raining,Daylight
278278,Hospitalisation,2015,January,Monday,5,Rear-end,Multi-Vehicle,153.100879,-27.44523,Gateway Arterial Rd,,Murarrie,Brisbane City,4172,Morningside,South Brisbane,Brisbane,SEQ South,Metropolitan,Murarrie,Wynnum - Manly,Brisbane - East,Major cities,Bulimba,Bonner,State-controlled,Bridge/Causeway,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight
278279,Medical treatment,2015,January,Monday,12,Rear-end,Multi-Vehicle,153.040974,-27.555664,Orange Grove Rd,,Salisbury,Brisbane City,4107,Upper Mount Gravatt,South Brisbane,Brisbane,SEQ South,Metropolitan,Salisbury - Nathan,Nathan,Brisbane - South,Major cities,Yeerongpilly,Moreton,Locally-controlled,No Roadway Feature,Pedestrian crossing sign,60 km/h,Sealed - Dry,Clear,Daylight
278280,Medical treatment,2015,January,Monday,8,Rear-end,Multi-Vehicle,153.067002,-27.551271,South East Arterial Rd,,Upper Mount Gravatt,Brisbane City,4122,Upper Mount Gravatt,South Brisbane,Brisbane,SEQ South,Metropolitan,Salisbury - Nathan,Nathan,Brisbane - South,Major cities,Yeerongpilly,Moreton,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
278281,Medical treatment,2015,January,Monday,21,Angle,Multi-Vehicle,153.035887,-27.484564,Main St,Vulture St,Woolloongabba,Brisbane City,4102,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Woolloongabba,Holland Park - Yeronga,Brisbane - South,Major cities,South Brisbane,Griffith,Locally-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Wet,Raining,Darkness - Lighted
278285,Hospitalisation,2015,January,Monday,15,Rear-end,Multi-Vehicle,153.070882,-27.390617,Junior Tce,Toombul Rd,Northgate,Brisbane City,4013,Hendra,North Brisbane,Brisbane,SEQ North,Metropolitan,Northgate - Virginia,Nundah,Brisbane - North,Major cities,Nudgee,Lilley,Locally-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Wet,Clear,Dawn/Dusk
278307,Hospitalisation,2015,January,Tuesday,15,Rear-end,Multi-Vehicle,153.0643911,-27.49208109,Bennetts Rd,Old Cleveland Rd,Coorparoo,Brisbane City,4151,Carina,South Brisbane,Brisbane,SEQ South,Metropolitan,Camp Hill,Carindale,Brisbane - South,Major cities,Bulimba,Griffith,Locally-controlled,Intersection - T-Junction,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight
278308,Medical treatment,2015,January,Tuesday,17,Angle,Multi-Vehicle,153.025993,-27.470418,Albert St,Elizabeth St,Brisbane City,Brisbane City,4000,Brisbane City,North Brisbane,Brisbane,SEQ North,Metropolitan,Brisbane City,Brisbane Inner,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,Locally-controlled,Intersection - Cross,Operating traffic lights,0 - 50 km/h,Sealed - Dry,Clear,Daylight
278309,Medical treatment,2015,January,Tuesday,5,Hit object,Single Vehicle,153.039875,-27.510752,South East Arterial Rd,,Greenslopes,Brisbane City,4120,Coorparoo,South Brisbane,Brisbane,SEQ South,Metropolitan,Greenslopes,Holland Park - Yeronga,Brisbane - South,Major cities,South Brisbane,Griffith,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Wet,Raining,Dawn/Dusk
278310,Hospitalisation,2015,January,Tuesday,7,Fall from vehicle,Single Vehicle,153.0765308,-27.33001809,Palm Ave,Wharf St,Shorncliffe,Brisbane City,4017,Sandgate,North Brisbane,Brisbane,SEQ North,Metropolitan,Sandgate - Shorncliffe,Sandgate,Brisbane - North,Major cities,Sandgate,Lilley,Locally-controlled,Intersection - T-Junction,No traffic control,0 - 50 km/h,Sealed - Wet,Clear,Daylight
278311,Medical treatment,2015,January,Tuesday,16,Rear-end,Multi-Vehicle,153.040947,-27.367458,Robinson Rd W,,Geebung,Brisbane City,4034,Boondall,North Brisbane,Brisbane,SEQ North,Metropolitan,Geebung,Chermside,Brisbane - North,Major cities,Nudgee,Lilley,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
278326,Hospitalisation,2015,January,Wednesday,10,Rear-end,Multi-Vehicle,153.024951,-27.465953,Edward St,,Brisbane City,Brisbane City,4000,Brisbane City,North Brisbane,Brisbane,SEQ North,Metropolitan,Brisbane City,Brisbane Inner,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,Locally-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight
278327,Hospitalisation,2015,January,Wednesday,6,Sideswipe,Multi-Vehicle,152.977128,-27.47436,Mt Coot-Tha Rd,,Mount Coot-tha,Brisbane City,4066,Indooroopilly,North Brisbane,Brisbane,SEQ North,Metropolitan,Toowong,Brisbane Inner - West,Brisbane Inner City,Major cities,Mount Coot-tha,Ryan,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
278328,Hospitalisation,2015,January,Wednesday,16,Sideswipe,Multi-Vehicle,153.03581,-27.497106,O'Keefe St,,Woolloongabba,Brisbane City,4102,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Woolloongabba,Holland Park - Yeronga,Brisbane - South,Major cities,South Brisbane,Griffith,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Wet,Clear,Daylight
278329,Medical treatment,2015,January,Wednesday,8,Rear-end,Multi-Vehicle,153.017222,-27.362958,Gympie Arterial Rd,,Aspley,Brisbane City,4034,Carseldine,North Brisbane,Brisbane,SEQ North,Metropolitan,Aspley,Chermside,Brisbane - North,Major cities,Aspley,Petrie,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
278333,Medical treatment,2015,January,Wednesday,17,Rear-end,Multi-Vehicle,153.0641086,-27.40700077,Hows Rd,Melton Rd,Nundah,Brisbane City,4012,Hendra,North Brisbane,Brisbane,SEQ North,Metropolitan,Nundah,Nundah,Brisbane - North,Major cities,Nudgee,Lilley,Locally-controlled,Intersection - Cross,Stop sign,0 - 50 km/h,Sealed - Dry,Raining,Daylight
278334,Medical treatment,2015,January,Wednesday,12,Sideswipe,Multi-Vehicle,153.0314436,-27.43985042,Airport Link,,Windsor,Brisbane City,4030,Hendra,North Brisbane,Brisbane,SEQ North,Metropolitan,Windsor,Brisbane Inner - North,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,Locally-controlled,Merge Lane,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight
278348,Medical treatment,2015,January,Wednesday,16,Rear-end,Multi-Vehicle,153.048177,-27.623869,Mt Lindesay Art. Rd,,Calamvale,Brisbane City,4116,Calamvale,South Brisbane,Brisbane,SEQ South,Metropolitan,Calamvale - Stretton,Rocklea - Acacia Ridge,Brisbane - South,Major cities,Stretton,Moreton,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Wet,Raining,Daylight
278350,Medical treatment,2015,January,Wednesday,13,Angle,Multi-Vehicle,152.931601,-27.556996,Emblem St,Woggle St,Jamboree Heights,Brisbane City,4074,Mount Ommaney,South Brisbane,Brisbane,SEQ South,Metropolitan,Middle Park - Jamboree Heights,Centenary,Brisbane - West,Major cities,Mount Ommaney,Ryan,Locally-controlled,Intersection - T-Junction,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight
278351,Medical treatment,2015,January,Thursday,13,Fall from vehicle,Single Vehicle,153.019015,-27.596222,Learoyd Rd,,Acacia Ridge,Brisbane City,4110,Acacia Ridge,South Brisbane,Brisbane,SEQ South,Metropolitan,Rocklea - Acacia Ridge,Rocklea - Acacia Ridge,Brisbane - South,Major cities,Sunnybank,Oxley,Locally-controlled,No Roadway Feature,No traffic control,70 km/h,Sealed - Dry,Clear,Daylight
278352,Minor injury,2015,January,Thursday,11,Rear-end,Multi-Vehicle,153.029579,-27.446014,Bowen Bridge Rd,Butterfield St,Herston,Brisbane City,4029,Fortitude Valley,North Brisbane,Brisbane,SEQ North,Metropolitan,Kelvin Grove - Herston,Brisbane Inner - North,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,Locally-controlled,Intersection - T-Junction,Operating traffic lights,0 - 50 km/h,Sealed - Dry,Clear,Daylight
278353,Medical treatment,2015,January,Thursday,13,Fall from vehicle,Single Vehicle,153.038373,-27.447855,Cintra Rd,Montpelier Rd,Bowen Hills,Brisbane City,4006,Fortitude Valley,North Brisbane,Brisbane,SEQ North,Metropolitan,Newstead - Bowen Hills,Brisbane Inner - North,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,Locally-controlled,Intersection - T-Junction,Stop sign,60 km/h,Sealed - Dry,Clear,Daylight
278354,Hospitalisation,2015,January,Thursday,14,Rear-end,Multi-Vehicle,152.888125,-27.555939,Lather Rd,Moggill Sub-Arterial Rd,Bellbowrie,Brisbane City,4070,Indooroopilly,North Brisbane,Brisbane,SEQ North,Metropolitan,Bellbowrie - Moggill,Kenmore - Brookfield - Moggill,Brisbane - West,Major cities,Moggill,Ryan,State-controlled,Intersection - Cross,Stop sign,0 - 50 km/h,Sealed - Dry,Clear,Daylight
278355,Hospitalisation,2015,January,Thursday,9,Hit pedestrian,Hit pedestrian,152.9708602,-27.49782303,Moggill Rd,Stanley St,Indooroopilly,Brisbane City,4068,Indooroopilly,North Brisbane,Brisbane,SEQ North,Metropolitan,Indooroopilly,Sherwood - Indooroopilly,Brisbane - West,Major cities,Indooroopilly,Ryan,Locally-controlled,Intersection - T-Junction,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight
278356,Hospitalisation,2015,January,Thursday,6,Angle,Multi-Vehicle,153.011611,-27.541427,Fairfield Rd,Sherwood Rd,Rocklea,Brisbane City,4106,Sherwood,South Brisbane,Brisbane,SEQ South,Metropolitan,Rocklea - Acacia Ridge,Rocklea - Acacia Ridge,Brisbane - South,Major cities,Yeerongpilly,Moreton,Locally-controlled,Intersection - 5+ way,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight
278357,Medical treatment,2015,January,Thursday,12,Fall from vehicle,Single Vehicle,153.065889,-27.477843,Bennetts Rd,,Norman Park,Brisbane City,4170,Morningside,South Brisbane,Brisbane,SEQ South,Metropolitan,Norman Park,Brisbane Inner - East,Brisbane Inner City,Major cities,Bulimba,Griffith,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
278358,Hospitalisation,2015,January,Thursday,10,Rear-end,Multi-Vehicle,153.033454,-27.411843,Gympie Arterial Rd,,Kedron,Brisbane City,4031,Stafford,North Brisbane,Brisbane,SEQ North,Metropolitan,Kedron - Gordon Park,Chermside,Brisbane - North,Major cities,Stafford,Lilley,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
278359,Medical treatment,2015,January,Thursday,10,Sideswipe,Multi-Vehicle,153.080134,-27.556955,Logan Rd,,Upper Mount Gravatt,Brisbane City,4122,Upper Mount Gravatt,South Brisbane,Brisbane,SEQ South,Metropolitan,Upper Mount Gravatt,Mt Gravatt,Brisbane - South,Major cities,Mansfield,Bonner,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
278360,Medical treatment,2015,January,Thursday,10,Angle,Multi-Vehicle,153.103926,-27.552074,Boyanda St,Redland Sub-Arterial Rd,Wishart,Brisbane City,4122,Upper Mount Gravatt,South Brisbane,Brisbane,SEQ South,Metropolitan,Wishart,Mt Gravatt,Brisbane - South,Major cities,Mansfield,Bonner,State-controlled,Intersection - Cross,Operating traffic lights,70 km/h,Sealed - Dry,Clear,Daylight
278385,Medical treatment,2015,January,Friday,13,Rear-end,Multi-Vehicle,153.034971,-27.501244,Cornwall St,Ipswich Rd,Annerley,Brisbane City,4103,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Annerley,Holland Park - Yeronga,Brisbane - South,Major cities,South Brisbane,Moreton,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
278386,Medical treatment,2015,January,Friday,13,Rear-end,Multi-Vehicle,153.029538,-27.446577,Bowen Bridge Rd,Campbell St,Bowen Hills,Brisbane City,4029,Fortitude Valley,North Brisbane,Brisbane,SEQ North,Metropolitan,Kelvin Grove - Herston,Brisbane Inner - North,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,Locally-controlled,Intersection - T-Junction,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight
278387,Medical treatment,2015,January,Friday,14,Rear-end,Multi-Vehicle,153.035585,-27.450933,Brookes St,,Bowen Hills,Brisbane City,4006,Fortitude Valley,North Brisbane,Brisbane,SEQ North,Metropolitan,Newstead - Bowen Hills,Brisbane Inner - North,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
278388,Hospitalisation,2015,January,Friday,16,Angle,Multi-Vehicle,152.984913,-27.49555,Lucinda St,Norman St,Taringa,Brisbane City,4068,Indooroopilly,North Brisbane,Brisbane,SEQ North,Metropolitan,Taringa,Sherwood - Indooroopilly,Brisbane - West,Major cities,Indooroopilly,Ryan,Locally-controlled,Intersection - Cross,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight
278389,Hospitalisation,2015,January,Friday,15,Hit object,Single Vehicle,152.975815,-27.497919,Coonan St,Keating St,Indooroopilly,Brisbane City,4068,Indooroopilly,North Brisbane,Brisbane,SEQ North,Metropolitan,Indooroopilly,Sherwood - Indooroopilly,Brisbane - West,Major cities,Indooroopilly,Ryan,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
278390,Medical treatment,2015,January,Friday,7,Rear-end,Multi-Vehicle,153.051189,-27.329475,Gateway Arterial Rd,,Deagon,Brisbane City,4017,Sandgate,North Brisbane,Brisbane,SEQ North,Metropolitan,Bracken Ridge,Sandgate,Brisbane - North,Major cities,Sandgate,Petrie,State-controlled,Bridge/Causeway,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight
278391,Hospitalisation,2015,January,Friday,12,Angle,Multi-Vehicle,153.0310548,-27.39647572,Gympie Arterial Rd,Lawley St,Kedron,Brisbane City,4031,Boondall,North Brisbane,Brisbane,SEQ North,Metropolitan,Kedron - Gordon Park,Chermside,Brisbane - North,Major cities,Stafford,Lilley,State-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight
278392,Medical treatment,2015,January,Friday,14,Rear-end,Multi-Vehicle,153.029588,-27.492082,Merton Rd,Park Rd,Woolloongabba,Brisbane City,4102,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Woolloongabba,Holland Park - Yeronga,Brisbane - South,Major cities,South Brisbane,Griffith,Locally-controlled,Intersection - Cross,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight
278401,Hospitalisation,2015,January,Friday,14,Angle,Multi-Vehicle,153.09264,-27.378017,Nudgee Rd,,Banyo,Brisbane City,4014,Hendra,North Brisbane,Brisbane,SEQ North,Metropolitan,Nudgee - Banyo,Nundah,Brisbane - North,Major cities,Nudgee,Lilley,State-controlled,Intersection - Interchange,Stop sign,0 - 50 km/h,Sealed - Dry,Clear,Daylight
278402,Hospitalisation,2015,January,Friday,18,Rear-end,Multi-Vehicle,153.046101,-27.427888,Bonney Ave,Sandgate Rd,Clayfield,Brisbane City,4011,Hendra,North Brisbane,Brisbane,SEQ North,Metropolitan,Albion,Brisbane Inner - North,Brisbane Inner City,Major cities,Clayfield,Lilley,Locally-controlled,Intersection - T-Junction,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Dawn/Dusk
278403,Hospitalisation,2015,January,Friday,16,Angle,Multi-Vehicle,153.074646,-27.411729,East - West Arterial Rd,,Hendra,Brisbane City,4011,Hendra,North Brisbane,Brisbane,SEQ North,Metropolitan,Hendra,Brisbane Inner - North,Brisbane Inner City,Major cities,Clayfield,Lilley,State-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight
278425,Minor injury,2015,January,Saturday,22,Rear-end,Multi-Vehicle,153.0170368,-27.46734466,North Quay,,Brisbane City,Brisbane City,4000,Brisbane City,North Brisbane,Brisbane,SEQ North,Metropolitan,Brisbane City,Brisbane Inner,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted
278426,Hospitalisation,2015,January,Saturday,21,Sideswipe,Multi-Vehicle,153.040633,-27.438951,Abbotsford Rd,,Bowen Hills,Brisbane City,4006,Fortitude Valley,North Brisbane,Brisbane,SEQ North,Metropolitan,Newstead - Bowen Hills,Brisbane Inner - North,Brisbane Inner City,Major cities,Brisbane Central,Brisbane,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted
278427,Medical treatment,2015,January,Saturday,16,Rear-end,Multi-Vehicle,152.958232,-27.61035,Forest Lake Blvd,,Forest Lake,Brisbane City,4078,Inala,South Brisbane,Brisbane,SEQ South,Metropolitan,Forest Lake - Doolandella,Forest Lake - Oxley,Ipswich,Major cities,Inala,Oxley,Locally-controlled,Intersection - T-Junction,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight
278428,Medical treatment,2015,January,Saturday,17,Angle,Multi-Vehicle,153.04089,-27.555909,Lillian Ave,Orange Grove Rd,Salisbury,Brisbane City,4107,Upper Mount Gravatt,South Brisbane,Brisbane,SEQ South,Metropolitan,Salisbury - Nathan,Nathan,Brisbane - South,Major cities,Yeerongpilly,Moreton,Locally-controlled,Intersection - T-Junction,Give way sign,0 - 50 km/h,Sealed - Dry,Clear,Daylight
278431,Hospitalisation,2015,January,Saturday,21,Sideswipe,Multi-Vehicle,153.0348728,-27.65983095,Johnson Rd,,Parkinson,Brisbane City,4115,Browns Plains,Logan,South Eastern,SEQ South,Metropolitan,Parkinson - Drewvale,Rocklea - Acacia Ridge,Brisbane - South,Major cities,Algester,Oxley,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted
278449,Hospitalisation,2015,January,Sunday,6,Hit object,Single Vehicle,152.903019,-27.431669,Mount Nebo Rd,,Enoggera Reservoir,Brisbane City,4520,The Gap,North Brisbane,Brisbane,SEQ North,Metropolitan,Enoggera Reservoir,The Gap - Enoggera,Brisbane - West,Inner regional,Ashgrove,Ryan,Locally-controlled,No Roadway Feature,No traffic control,70 km/h,Sealed - Dry,Clear,Daylight
278450,Medical treatment,2015,January,Sunday,17,Angle,Multi-Vehicle,153.09281,-27.504175,Gallipoli Rd,Winstanley St,Carina Heights,Brisbane City,4152,Carina,South Brisbane,Brisbane,SEQ South,Metropolitan,Carina Heights,Carindale,Brisbane - South,Major cities,Chatsworth,Griffith,Locally-controlled,Intersection - Roundabout,Give way sign,0 - 50 km/h,Sealed - Dry,Clear,Daylight
278451,Hospitalisation,2015,January,Sunday,5,Angle,Multi-Vehicle,153.065864,-27.560606,Griffith Arterial Rd,Nathan Connection Arterial Rd,Nathan,Brisbane City,4111,Upper Mount Gravatt,South Brisbane,Brisbane,SEQ South,Metropolitan,Salisbury - Nathan,Nathan,Brisbane - South,Major cities,Yeerongpilly,Moreton,State-controlled,Intersection - T-Junction,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight
